,dob,photo_taken,full_path,gender,name,face_location,face_score,second_face_score,date_of_birth,age
491,721962,2013,['45/40044245_1976-08-30_2013.jpg'],1.0,['Brendon Miller'],[[121.60456282 121.60456282 392.35482917 392.35482917]],4.9473741669994125,,1976,37
500,717917,2011,['90/40053390_1965-08-03_2011.jpg'],1.0,['Vincent Perrot'],[[104.88708004 174.2251334  260.0177001  329.35575346]],3.679652376165303,,1965,46
501,722523,2007,['88/4005388_1978-03-14_2007.jpg'],0.0,['Monica Mayhem'],[[ 77.6 154.4 307.2 384. ]],5.536889297481496,,1978,29
504,715299,2011,['59/40056659_1958-06-03_2011.jpg'],1.0,['Markus Affolter'],[[123.27260195  61.93130097 260.70052913 199.35922816]],3.7829259960436747,,1958,53
508,718896,2015,['95/400595_1968-04-08_2015.jpg'],0.0,['Patricia Arquette'],[[ 35.54902668 208.89416008 346.6902668  520.0354002 ]],5.017971631445231,,1968,47
518,723293,2007,['13/4006513_1980-04-22_2007.jpg'],0.0,['Courtney Friel'],[[146.50879038  98.00586026 363.77197596 315.26904583]],4.795136488750006,,1980,27
519,726965,2013,['20/40066920_1990-05-12_2013.jpg'],1.0,['Athanasios Tsourakis'],[[140.26488871 239.8255235  318.59403133 418.15466612]],4.956632373644617,,1990,23
521,727976,2013,['71/40067271_1993-02-16_2013.jpg'],0.0,['Larissa Oliveira'],[[146.50879038 122.25732532 363.77197596 339.5205109 ]],4.5739372854028915,,1993,20
523,714618,2013,['72/40067672_1956-07-22_2013.jpg'],1.0,['Azmi Bishara'],[[ 74.67341809  99.38255745 185.31854521 210.02768458]],3.5148019458428985,,1956,57
526,710580,2012,['37/40069437_1945-07-02_2012.jpg'],1.0,['Pierre Lescure'],[[ 98.93881545 196.9976309  318.69115021 416.74996566]],4.238825837888379,,1945,67
528,721997,2014,['65/40073765_1976-10-04_2014.jpg'],0.0,['Carla Harvey'],[[127.6   57.2  253.44 183.04]],5.434600536066131,,1976,38
529,724502,2012,['38/400738_1983-08-14_2012.jpg'],0.0,['Mila Kunis'],[[107.58644628 107.58644628 298.77804959 298.77804959]],5.457565548208073,,1983,29
532,727216,2014,['78/40076878_1991-01-18_2014.jpg'],0.0,['Jen Hoy'],[[186.75195647 100.11157678 297.05273035 210.41235066]],3.632677297156374,,1991,23
537,720392,2015,['30/4008530_1972-05-13_2015.jpg'],1.0,['Giovanni Tedesco'],[[ 69.49908244  69.49908244 274.47632978 274.47632978]],4.38437213435137,,1972,43
541,723587,2014,['32/40092132_1981-02-10_2014.jpg'],0.0,['Uzo Aduba'],[[ 98.93881545 123.45351931 318.69115021 343.20585407]],3.072645173210263,,1981,33
542,726131,2014,['63/40092263_1988-01-29_2014.jpg'],1.0,['Joe Thomas'],[[ 98.60870729  54.02293125 178.34310417 133.75732812]],3.9344831376514184,,1988,26
544,726738,2013,['08/40093408_1989-09-27_2013.jpg'],0.0,['Mandy François-Elie'],[[151.78570353 197.05741458 286.7208367  331.99254776]],3.0484990003484405,,1989,24
546,718440,2007,['72/4009972_1967-01-08_2007.jpg'],1.0,['Todd Lichti'],[[ 24.96511192  73.65933575 133.90911555 182.60333939]],3.587389663716866,,1967,40
548,700352,1944,['13/5001813_1917-07-01_1944.jpg'],1.0,['Jimmie W. Monteith'],[[ 52.374  39.382 168.896 155.904]],4.33679197466027,,1917,27
549,725398,2009,['62/5001962_1986-01-26_2009.jpg'],0.0,['Taylor Wilde'],[[174.2251334   52.88354002 329.35575346 208.01416008]],4.812473563663866,,1986,23
550,715559,2014,['78/5002778_1959-02-18_2014.jpg'],0.0,['Jayne Atkinson'],[[ 98.93881545 123.45351931 318.69115021 343.20585407]],3.712548653150211,,1959,55
551,724433,2013,['73/5003173_1983-06-06_2013.jpg'],0.0,['Gianna Michaels'],[[ 79.70262713  79.70262713 315.2905085  315.2905085 ]],3.226099107355247,,1983,30
555,723120,2012,['66/5006566_1979-11-01_2012.jpg'],0.0,['Rachel Yankey'],[[ 24.68564458 144.1138675  238.85644583 358.28466875]],3.6070304652937617,,1979,33
557,705722,1975,['04/5007104_1932-03-14_1975.jpg'],1.0,['Mark Murphy'],[[ 85.36 169.84 337.92 422.4 ]],3.780826860579744,,1932,43
558,725129,2007,['34/5007334_1985-05-02_2007.jpg'],0.0,['Lily Allen'],[[ 89.44277749 111.66247186 188.86740216 211.08709653]],3.4354804032076425,,1985,22
561,725954,2012,['14/5008614_1987-08-05_2012.jpg'],0.0,"[""Genelia D'Souza""]",[[138.11816489 115.24513741 343.09541222 320.22238474]],6.052764831721386,,1987,25
563,719817,2011,['69/5008869_1970-10-16_2011.jpg'],1.0,['Andrey Tikhonov'],[[  0.82        97.73568822 290.74706466 387.66275287]],4.051740356856393,,1970,41
564,724498,2010,['29/5009229_1983-08-10_2010.jpg'],0.0,['Jennifer Leigh'],[[178.79040122  97.92203703 323.47345677 242.60509258]],5.007669940341196,,1983,27
567,721517,2015,['24/6000124_1975-06-12_2015.jpg'],1.0,['Frédéric Cassivi'],[[ 75.78711746  94.55339683 243.96163175 262.72791112]],5.277481587185223,,1975,40
569,720000,2014,['02/6001202_1971-04-17_2014.jpg'],1.0,['José Francisco Cevallos'],[[186.66671384  65.90534984 269.39073506 148.62937107]],4.220681601373731,,1971,43
571,698307,1976,['70/6001570_1911-11-25_1976.jpg'],1.0,['Robert B. Pamplin'],[[ 42.17944248  56.1039233  167.0937699  181.01825073]],4.128762395211391,,1911,65
578,707894,1957,['91/600291_1938-02-23_1957.jpg'],0.0,['Diane Varsi'],[[158.66360377  73.53950943 267.53286793 182.40877359]],5.204046564547501,,1938,19
579,720144,2013,['32/600332_1971-09-08_2013.jpg'],1.0,['David Arquette'],[[ 97.92203703  97.92203703 388.16814812 388.16814812]],4.6402468462345485,,1971,42
580,724014,2011,['90/600390_1982-04-13_2011.jpg'],0.0,['Nellie McKay'],[[160.93966942  75.5745124  256.09547108 170.73031405]],4.301234585174846,,1982,29
582,706092,1966,['69/6005569_1933-03-19_1966.jpg'],0.0,['Phyllis Newman'],[[138.11816489 115.24513741 343.09541222 320.22238474]],4.7482731338539725,,1933,33
586,705670,1973,['22/6007022_1932-01-22_1973.jpg'],1.0,['Berthold Grünfeld'],[[141.68 113.52 267.52 239.36]],3.830273682622931,,1932,41
587,718203,2011,['70/60070_1966-05-16_2011.jpg'],0.0,['Janet Jackson'],[[146.80339737  69.97845138 215.10984875 138.28490277]],4.211863888135919,,1966,45
592,725835,2009,['49/6008849_1987-04-08_2009.jpg'],1.0,['Dario Vidošić'],[[ 38.03734277 186.66671384 371.57342767 520.20279874]],4.5904590766010855,,1987,22
594,726745,2014,['10/7000810_1989-10-04_2014.jpg'],0.0,['Dakota Johnson'],[[ 75.19468553 149.50937107 408.73077044 483.04545598]],4.433762182294611,,1989,25
595,713150,2008,['24/700124_1952-07-15_2008.jpg'],1.0,"[""Terry O'Quinn""]",[[ 70.40956918 105.20235377 382.7206305  417.5134151 ]],3.4567051703733647,,1952,56
596,697696,1945,['48/700148_1910-03-24_1945.jpg'],1.0,['Richard Conte'],[[ 40.70425392 200.00126958 398.24253916 557.53955483]],3.9541631115405727,,1910,35
598,722442,2009,['03/7002103_1977-12-23_2009.jpg'],1.0,['Chris Greenacre'],[[158.56505369  55.67480128 219.49920513 116.60895272]],4.151368862915346,,1977,32
602,703389,1976,['83/7002883_1925-10-24_1976.jpg'],1.0,['Willie Mabon'],[[122.22159338  87.5525667  277.35221344 242.68318676]],3.6775332631206985,,1925,51
606,723866,2012,['08/7005408_1981-11-16_2012.jpg'],1.0,['Élson'],[[188.10295212  50.86478723 299.42872339 162.1905585 ]],4.323760819013693,,1981,31
608,723679,2013,['38/7005738_1981-05-13_2013.jpg'],1.0,['Shaun Phillips'],[[ 86.741877   103.8902524  240.07725561 257.22563101]],3.18147207040104,,1981,32
609,714147,2012,['41/700641_1955-04-08_2012.jpg'],1.0,['Kane Hodder'],[[155.76  71.28 281.6  197.12]],3.3889012122603654,,1955,57
613,725920,2014,['82/8000182_1987-07-02_2014.jpg'],1.0,['Esteban Granero'],[[147.83338944  59.61335578 279.36343994 191.14340627]],4.884564833435256,,1987,27
614,723197,2008,['49/8000249_1980-01-17_2008.jpg'],1.0,['Anthony Tonkin'],[[171.66235877  92.83973165 289.01629946 210.19367233]],3.2605233295264964,,1980,28
621,708628,1979,['79/8003479_1940-02-27_1979.jpg'],1.0,['Friedel Rausch'],[[ 35.54902668 139.55610672 346.6902668  450.69734684]],5.919094134731478,,1940,39
622,723230,2013,['86/8005486_1980-02-19_2013.jpg'],1.0,['Ma Lin'],[[160.55745224  46.34927207 262.67881439 148.47063422]],3.394255894701911,,1980,33
623,724545,2009,['94/800594_1983-09-26_2009.jpg'],1.0,['Ricardo Quaresma'],[[189.74175708  63.74458569 330.74257488 204.7454035 ]],4.0314885464811026,,1983,26
624,716212,2011,['84/8006084_1960-12-02_2011.jpg'],1.0,['Tom Verducci'],[[ 32.89483691  81.36709227 177.731603   226.20385837]],4.915844112058695,,1960,51
628,721705,2004,['63/8007563_1975-12-17_2004.jpg'],1.0,['Nikolai Morozov'],[[ 25.03760943  49.73921885 135.85885184 160.56046127]],4.387885120129302,,1975,29
630,721983,2014,['01/8007901_1976-09-20_2014.jpg'],1.0,['Jon Bernthal'],[[ 40.70425392 120.35276175 398.24253916 477.891047  ]],4.791163566553877,,1976,38
632,709525,1968,['64/8009364_1942-08-12_1968.jpg'],0.0,['Clara Nunes'],[[102.45615327 160.65966942 232.81406462 291.01758077]],3.9095975636264555,,1942,26
642,724108,2008,['03/9000703_1982-07-16_2008.jpg'],1.0,['Steve Hooker'],[[ 93.57661999  66.99701428 212.63684568 186.05723997]],4.407454701266851,,1982,26
647,715291,2009,['05/9003505_1958-05-26_2009.jpg'],1.0,['David Bailiff'],[[ 56.66381223  56.66381223 223.97524892 223.97524892]],5.164340290816088,,1958,51
650,724111,2015,['72/900572_1982-07-19_2015.jpg'],1.0,['Jared Padalecki'],[[181.96684423  91.42342212 316.9019774  226.35855529]],3.9165122562090353,,1982,33
651,722241,2005,['97/900597_1977-06-05_2005.jpg'],0.0,['Liza Weil'],[[ 60.114  60.114 193.856 193.856]],5.218181105776201,,1977,28
652,721883,2007,['25/900625_1976-06-12_2007.jpg'],1.0,['Thomas Sørensen'],[[ 82.71220192  41.55610096 205.78050481 164.62440385]],4.888544145579215,,1976,31
653,722121,2010,['06/9007206_1977-02-05_2010.jpg'],1.0,['Ivan Đurđević'],[[ 48.57128917  96.34257833 262.74209042 310.51337958]],3.8075104713905628,,1977,33
658,720374,2012,['70/9007770_1972-04-25_2012.jpg'],0.0,['Sofia Helin'],[[  0.74       168.18288578 301.39719441 468.8400802 ]],5.093891565926565,,1972,40
660,711116,1978,['38/9009138_1946-12-20_1978.jpg'],1.0,['Lloyd Mumphord'],[[ 65.57469135  97.92203703 355.82080244 388.16814812]],3.468423704975508,,1946,32
661,718036,2010,['95/90095_1965-11-30_2010.jpg'],1.0,['Ben Stiller'],[[ 91.42342212 151.78570353 362.17368846 422.53596987]],4.872396836310907,,1965,45
662,696854,1941,['96/9009896_1907-12-03_1941.jpg'],0.0,['Connee Boswell'],[[172.42770611  69.49908244 274.47632978 171.54770611]],3.47436824560429,,1907,34
664,724203,2013,['55/1100155_1982-10-19_2013.jpg'],0.0,['Nauheed Cyrusi'],[[105.3361478  105.3361478  222.52181407 222.52181407]],5.482490620290929,,1982,31
665,725827,2015,['52/11002152_1987-03-31_2015.jpg'],0.0,['Vojislava Lukić'],[[143.37  78.57 259.2  194.4 ]],4.648209219008405,,1987,28
667,701159,1947,['95/11003095_1919-09-16_1947.jpg'],1.0,['Andy Russell'],[[ 46.79648428  92.96496857 253.92666356 300.09514785]],4.487868712406163,,1919,28
671,722302,2010,['52/11004152_1977-08-05_2010.jpg'],1.0,['David Chang'],[[128.92773554 150.2690248  320.11933885 341.4606281 ]],5.318272836735295,,1977,33
678,721348,2009,['72/11009372_1974-12-25_2009.jpg'],1.0,['Ed Husain'],[[  0.88       186.66671384 334.41608491 520.20279874]],3.742712944302203,,1974,35
679,711123,2012,['10/1101010_1946-12-27_2012.jpg'],1.0,['Bill Manhire'],[[ 92.37210993 138.11816489 297.34935726 343.09541222]],4.42261336872925,,1946,66
680,716844,2007,['43/11012943_1962-08-26_2007.jpg'],1.0,['Bob Mionske'],[[ 51.21955275  32.14197047 108.10629959  89.02871731]],5.741692088454961,,1962,45
681,709818,1971,['42/1101442_1943-06-01_1971.jpg'],1.0,['Alan Aldridge'],[[272.51026635  91.42342212 407.44539952 226.35855529]],3.7189635147065143,,1943,28
697,714276,2010,['95/11020595_1955-08-15_2010.jpg'],1.0,['Roger Willemsen'],[[208.89416008 104.88708004 364.02478014 260.0177001 ]],3.0604759687980145,,1955,55
701,720623,2008,['94/1102494_1972-12-30_2008.jpg'],1.0,['Kerry Collins'],[[ 59.30126336  59.30126336 190.47360594 190.47360594]],3.636567034977548,,1972,36
703,722559,2007,['33/1102633_1978-04-19_2007.jpg'],1.0,['Gabriel Heinze'],[[114.75089166  98.45390714 260.75175237 244.45476785]],3.8363158665524386,,1978,29
706,711099,2008,['53/1102853_1946-12-03_2008.jpg'],1.0,['Joop Zoetemelk'],[[155.96422586 124.94018069 294.72842913 263.70438396]],3.510393538825464,,1946,62
708,707552,2006,['74/1102874_1937-03-18_2006.jpg'],1.0,['Rudi Altig'],[[ 75.19468553 112.3520283  408.73077044 445.88811321]],3.5369356742947238,,1937,69
715,722822,2014,['47/11034947_1979-01-07_2014.jpg'],1.0,['Burleigh Smith'],[[105.97683617 132.25104521 341.56471754 367.83892658]],3.484105212508753,,1979,35
717,724857,2009,['00/11035100_1984-08-03_2009.jpg'],1.0,['Sunil Chhetri'],[[107.35548271 178.46980451 266.67870677 337.79302858]],5.565968258388002,,1984,25
718,723480,2009,['08/11035508_1980-10-26_2009.jpg'],1.0,['Deriba Merga'],[[169.84  85.36 295.68 211.2 ]],4.214599877901194,,1980,29
721,702669,1946,['48/11037248_1923-11-04_1946.jpg'],1.0,['Eugene Sledge'],[[ 40.91928302  57.13339623 113.49879245 129.71290566]],4.375072540453955,,1923,23
727,724219,2010,['55/11040055_1982-11-04_2010.jpg'],1.0,['Danny Harrison'],[[ 95.94257833  60.11411146 203.02797896 167.19951208]],4.657620094494545,,1982,28
737,711815,1972,['76/1104576_1948-11-18_1972.jpg'],0.0,['Ana Mendieta'],[[ 23.31302748  69.05908244 220.44       274.47632978]],4.651498684245748,,1948,24
738,720606,2011,['49/11045849_1972-12-13_2011.jpg'],1.0,['Park Jin-young'],[[146.44305555  81.74836419 291.12611109 226.43141974]],4.320526964995626,,1972,39
742,720322,2010,['30/1104730_1972-03-04_2010.jpg'],0.0,['Ivy Queen'],[[169.84  57.2  295.68 183.04]],3.210153980039565,,1972,38
750,718922,2008,['56/11053756_1968-05-04_2008.jpg'],1.0,['Olaf Bodden'],[[121.90254629 110.87504208 220.55008416 209.52257995]],4.072545464262104,,1968,40
752,723827,2012,['50/11054150_1981-10-08_2012.jpg'],1.0,['Ben Lyons'],[[121.60456282  76.33285176 256.53969599 211.26798494]],4.076259706552836,,1981,31
755,713478,1975,['17/11056717_1953-06-08_1975.jpg'],1.0,['Ad Tak'],[[166.87627388 151.78570353 301.81140705 286.7208367 ]],3.1128271518090984,,1953,22
759,701350,1977,['39/1105739_1920-03-25_1977.jpg'],1.0,['Paul Scott'],[[ 37.6222269  111.34668069 368.62226898 442.34672277]],3.1185174869911823,,1920,57
764,720455,2014,['26/1106026_1972-07-15_2014.jpg'],0.0,['Beth Ostrosky Stern'],[[128.92773554 107.58644628 320.11933885 298.77804959]],4.464871807912436,,1972,42
773,720197,2009,['19/11064319_1971-10-31_2009.jpg'],1.0,['Marcos Galperin'],[[ 97.92203703  25.14050926 169.8235648   97.04203703]],4.778101799767841,,1971,38
781,712068,2006,['03/1106803_1949-07-29_2006.jpg'],0.0,['Leslie Easterbrook'],[[ 39.94797975  55.78717165 110.87434329 126.71353519]],3.729638693501893,,1949,57
792,719181,2014,['10/1107510_1969-01-18_2014.jpg'],1.0,['Jesse L. Martin'],[[ 65.57469135 130.26938271 355.82080244 420.5154938 ]],5.100563456835983,,1969,45
794,720899,2005,['99/1107599_1973-10-02_2005.jpg'],1.0,['Proof'],[[154.19522074  58.28445778 326.09659407 230.18583111]],3.2719067584755197,,1973,32
795,725372,2008,['87/11076287_1985-12-31_2008.jpg'],1.0,['Antwan Applewhite'],[[145.61546879  46.054834   226.27416998 126.71353519]],3.686503434953261,,1985,23
798,703474,2006,['32/1107832_1926-01-17_2006.jpg'],1.0,['Newton N. Minow'],[[ 85.36 141.68 337.92 394.24]],3.4373804518172033,,1926,80
799,718977,2009,['22/1108022_1968-06-28_2009.jpg'],1.0,['Adam Woodyatt'],[[105.97683617 132.25104521 341.56471754 367.83892658]],4.190675982318575,,1968,41
800,717407,2005,['41/1108041_1964-03-11_2005.jpg'],1.0,['Shane Richie'],[[ 63.83459396 158.38648491 346.6902668  441.24215774]],4.294047966192057,,1964,41
801,700222,1946,['87/1108087_1917-02-21_1946.jpg'],0.0,['Lucille Bremer'],[[ 85.36 141.68 337.92 394.24]],5.7322149948954095,,1917,29
802,712614,2011,['61/11081361_1951-01-26_2011.jpg'],1.0,['Mieczysław Nowicki'],[[105.97683617 184.79946329 341.56471754 420.38734467]],4.29821624306225,,1951,60
805,721889,2010,['66/1108266_1976-06-18_2010.jpg'],1.0,['Blake Shelton'],[[ 35.54902668 174.2251334  346.6902668  485.36637352]],3.638452726413733,,1976,34
812,725815,2010,['21/11086621_1987-03-19_2010.jpg'],0.0,['Josie Loren'],[[158.38648491  79.59324245 299.41432133 220.62107887]],4.519626320965554,,1987,23
816,712197,2010,['04/1109104_1949-12-05_2010.jpg'],1.0,['Ray Comfort'],[[ 60.15574843 119.60749686 326.98461635 386.43636478]],5.153307292249986,,1949,61
822,719015,2007,['27/1109927_1968-08-05_2007.jpg'],1.0,['Colin McRae'],[[107.58644628 128.92773554 298.77804959 320.11933885]],3.273479041053007,,1968,39
824,719704,2009,['83/1109983_1970-06-25_2009.jpg'],0.0,['Lucy Benjamin'],[[ 93.77335692 149.50937107 260.10139937 315.83741352]],3.8106650043292456,,1970,39
828,721613,2014,['79/2100479_1975-09-16_2014.jpg'],1.0,['Jamie Burnett'],[[147.96822317  62.16675966 257.40439056 171.60292704]],3.977413054003482,,1975,39
834,720762,2012,['44/2100644_1973-05-18_2012.jpg'],1.0,['Kaz Hayashi'],[[155.76 127.6  281.6  253.44]],4.246657040450964,,1973,39
838,725266,2011,['80/21011080_1985-09-16_2011.jpg'],1.0,['Danny Fernandes'],[[150.22095219  70.57244435 238.9455235  159.29701567]],4.33008102987736,,1985,26
842,699940,1990,['82/21013382_1916-05-15_1990.jpg'],1.0,['John Hans Stroh'],[[ 53.78569381  38.50235272 122.26672872 106.98338763]],4.1273097167381945,,1916,74
843,712347,2008,['20/2101520_1950-05-04_2008.jpg'],1.0,['Anghel Iordănescu'],[[ 77.22182491  44.3650428  175.23617122 142.37938911]],4.616074400525013,,1950,58
845,715377,2014,['49/2101649_1958-08-20_2014.jpg'],1.0,['David O. Russell'],[[ 65.57469135 130.26938271 355.82080244 420.5154938 ]],4.167180329159781,,1958,56
847,725843,2014,['58/21019258_1987-04-16_2014.jpg'],1.0,['Markus Suttner'],[[305 113 376 184]],3.3442810780262135,,1987,27
851,726168,2013,['60/21021360_1988-03-06_2013.jpg'],1.0,['Simon Mignolet'],[[200.22690341  96.21982337 277.35221344 173.3451334 ]],3.2033203122062304,,1988,25
853,704085,1976,['22/210222_1927-09-20_1976.jpg'],0.0,['Rachel Roberts'],[[150.2690248  192.95160331 341.4606281  384.14320662]],3.292804152301731,,1927,49
854,711235,2008,['31/2102231_1947-04-18_2008.jpg'],1.0,['Guy Goffette'],[[ 97.92203703 194.96407406 388.16814812 485.21018515]],4.31710662346005,,1947,61
858,700578,2009,['79/21026379_1918-02-12_2009.jpg'],1.0,['Norman Farberow'],[[105.97683617 132.25104521 341.56471754 367.83892658]],3.4730886979099758,,1918,91
859,714538,2011,['13/21026613_1956-05-03_2011.jpg'],1.0,['Akio Toyoda'],[[ 89.57690226 107.35548271 248.90012632 266.67870677]],3.4966876837332115,,1956,55
860,711397,2009,['26/21026_1947-09-27_2009.jpg'],1.0,['Meat Loaf'],[[128.92773554  86.24515703 320.11933885 277.43676033]],3.443680049954956,,1947,62
867,725137,2009,['56/21031256_1985-05-10_2009.jpg'],0.0,['Odette Annable'],[[ 92.37210993 138.11816489 297.34935726 343.09541222]],5.437406134093349,,1985,24
868,723131,2011,['76/21031276_1979-11-12_2011.jpg'],0.0,['Cote de Pablo'],[[132.25104521 132.25104521 367.83892658 367.83892658]],5.438093575058739,,1979,32
869,724440,2009,['20/21031520_1983-06-13_2009.jpg'],0.0,['Rebeca Linares'],[[ 80.52850783 140.26488871 258.85765046 318.59403133]],5.039249759074476,,1983,26
870,721410,2009,['46/21031546_1975-02-25_2009.jpg'],1.0,['Mandingo'],[[ 33.22734568  81.74836419 177.91040122 226.43141974]],4.366854414696131,,1975,34
871,722392,2006,['81/21031581_1977-11-03_2006.jpg'],0.0,['Aria Giovanni'],[[ 95.6052284   95.6052284  265.50503952 265.50503952]],4.664525565756135,,1977,29
874,717679,2010,['18/210318_1964-12-08_2010.jpg'],0.0,['Teri Hatcher'],[[123.45351931  98.93881545 343.20585407 318.69115021]],4.97135587451327,,1964,46
875,722034,2008,['96/2103196_1976-11-10_2008.jpg'],1.0,['Shefki Kuqi'],[[204.60269976  53.69699623 271.63026635 120.72456282]],3.532142802409228,,1976,32
876,726523,2014,['65/21032065_1989-02-24_2014.jpg'],1.0,['Lee Molyneux'],[[182.28095868  75.5745124  277.43676033 170.73031405]],4.464132856991496,,1989,25
877,726126,2009,['80/21033180_1988-01-24_2009.jpg'],0.0,['Jade Ewen'],[[105.97683617 184.79946329 341.56471754 420.38734467]],5.646322662864806,,1988,21
882,715968,2012,['62/21035262_1960-04-02_2012.jpg'],1.0,['Osmo Pekonen'],[[ 91.42342212 121.60456282 362.17368846 392.35482917]],3.6683253946263927,,1960,52
885,710732,1990,['59/210359_1945-12-01_1990.jpg'],0.0,['Bette Midler'],[[181.96684423  76.33285176 316.9019774  211.26798494]],3.2475886459213896,,1945,45
886,712539,1972,['17/21036617_1950-11-12_1972.jpg'],1.0,['John Alan Coey'],[[104.65  83.85 291.2  270.4 ]],3.1827564679728884,,1950,22
